Date,B1,B2,B3,B4,B5,S1
2022-10-29,33,28,48,44,26,4
2022-10-31,34,25,45,44,4,7
2022-11-02,45,7,38,4,26,2
2022-11-05,40,6,38,23,32,10
2022-11-07,24,8,9,40,31,7
2022-11-09,15,2,1,41,30,9
2022-11-12,14,44,34,25,4,7
2022-11-14,28,23,34,44,14,5
2022-11-16,1,8,48,38,3,1
2022-11-19,40,24,19,1,28,8
2022-11-21,45,33,47,15,23,7
2022-11-23,46,36,45,15,19,4
2022-11-26,5,7,28,23,2,5
2022-11-28,24,46,9,2,13,6
2022-11-30,44,18,28,49,30,5
2022-12-03,32,19,34,26,27,9
2022-12-05,36,45,9,24,17,7
2022-12-07,2,12,38,15,10,5
2022-12-10,6,43,29,13,27,2
2022-12-12,46,25,47,2,35,10
2022-12-14,15,37,4,20,6,10
2022-12-17,46,27,42,23,8,3
2022-12-19,43,35,6,31,36,4
2022-12-21,11,22,15,12,21,7
2022-12-24,12,41,47,46,6,6
2022-12-26,6,23,32,49,48,4
2022-12-28,29,1,3,35,8,8
2022-12-31,35,39,16,11,23,8
2023-01-02,49,39,45,41,1,5
2023-01-04,3,5,49,38,25,10
2023-01-07,8,43,7,21,34,6
2023-01-09,38,1,48,30,20,3
2023-01-11,8,16,17,3,47,9
2023-01-14,22,36,40,13,14,9
2023-01-16,5,31,10,19,28,4
2023-01-18,7,35,48,39,11,8
2023-01-21,41,4,45,18,24,6
2023-01-23,28,6,10,35,32,9
2023-01-25,32,26,44,18,21,10
2023-01-28,15,44,5,30,45,5
2023-01-30,35,27,8,30,34,5
2023-02-01,12,48,38,35,9,5
2023-02-04,42,26,31,13,16,2
2023-02-06,32,13,5,21,6,3
2023-02-08,44,24,16,21,34,7
2023-02-11,43,9,15,47,45,9
2023-02-13,20,8,33,27,35,2
2023-02-15,20,24,5,44,28,6
2023-02-18,12,24,1,13,5,9
2023-02-20,35,43,41,22,16,7
2023-02-22,37,35,3,24,31,4
2023-02-25,34,19,3,1,43,3
2023-02-27,5,37,14,6,2,1
2023-03-01,18,39,45,14,21,8
2023-03-04,42,40,35,25,12,6
2023-03-06,24,38,41,18,5,7
2023-03-08,10,7,46,16,35,5
2023-03-11,6,34,14,33,18,6
2023-03-13,47,45,35,42,19,2
2023-03-15,37,20,15,5,17,2
2023-03-18,7,31,8,48,32,5
2023-03-20,38,19,10,26,7,8
2023-03-22,24,38,33,12,20,2
2023-03-25,3,34,29,7,11,4
2023-03-27,1,11,23,41,34,9
2023-03-29,34,1,32,14,11,9
2023-04-01,44,48,17,12,35,8
2023-04-03,49,15,39,31,46,4
2023-04-05,31,33,16,29,39,2
2023-04-08,19,35,48,3,42,10
2023-04-10,45,24,15,10,49,2
2023-04-12,18,26,10,30,15,7
2023-04-15,32,17,15,19,29,10
2023-04-17,3,18,42,13,43,9
2023-04-19,43,41,5,46,34,5
2023-04-22,12,26,48,13,35,1
2023-04-24,41,23,25,1,49,2
2023-04-26,3,18,24,11,14,10
2023-04-29,40,48,36,22,3,5
2023-05-01,15,41,33,44,5,10
2023-05-03,17,23,13,20,45,8
2023-05-06,47,25,42,2,30,10
2023-05-08,43,47,16,39,4,5
2023-05-10,45,12,44,15,9,1
2023-05-13,43,6,25,34,9,5
2023-05-15,12,9,48,7,29,4
2023-05-17,8,2,11,47,40,7
2023-05-20,25,18,3,8,37,6
2023-05-22,43,33,42,22,37,4
2023-05-24,20,11,36,17,28,10
2023-05-27,25,24,31,34,9,9
2023-05-29,12,38,28,24,36,3
2023-05-31,43,9,40,28,13,3
2023-06-03,46,44,37,2,39,4
2023-06-05,3,46,25,10,13,5
2023-06-07,41,28,3,4,23,8
2023-06-10,28,16,11,32,49,10
2023-06-12,12,26,28,19,21,2
2023-06-14,14,9,16,12,33,2
2023-06-17,28,43,29,38,44,3
2023-06-19,39,42,38,29,49,3
2023-06-21,20,35,27,19,12,4
2023-06-24,30,40,3,21,2,4
2023-06-26,14,21,48,16,26,3
2023-06-28,49,34,36,12,42,10
2023-07-01,24,7,18,15,9,10
2023-07-03,42,23,2,8,35,7
2023-07-05,22,8,19,7,15,5
2023-07-08,6,19,48,32,10,5
2023-07-10,14,3,10,44,8,2
2023-07-12,31,18,34,27,26,8
2023-07-15,7,32,42,45,12,6
2023-07-17,47,6,20,9,41,9
2023-07-19,35,5,39,19,11,9
2023-07-22,37,33,42,36,31,3
2023-07-24,12,1,31,45,17,7
2023-07-26,17,49,18,28,11,7
2023-07-29,1,49,29,18,37,4
2023-07-31,1,47,22,33,4,1
2023-08-02,18,12,32,9,23,9
2023-08-05,40,42,2,7,10,2
2023-08-07,11,1,15,48,47,7
2023-08-09,6,31,45,14,3,9
2023-08-12,9,20,44,1,39,9
2023-08-14,44,13,3,27,49,9
2023-08-16,24,41,19,35,27,9
2023-08-19,27,8,32,11,4,10
2023-08-21,3,17,4,36,22,6
2023-08-23,46,29,25,8,34,7
2023-08-26,15,14,21,34,45,5
2023-08-28,9,35,23,37,28,7
2023-08-30,46,31,20,45,39,10
2023-09-02,10,33,47,1,7,10
2023-09-04,27,13,2,11,36,10
2023-09-06,47,30,15,33,4,10
2023-09-09,15,7,3,42,4,4
2023-09-11,31,44,40,13,28,6
2023-09-13,11,27,30,48,49,8
2023-09-16,42,43,32,40,15,4
2023-09-18,5,30,40,35,17,6
2023-09-20,48,19,37,16,29,1
2023-09-23,26,28,40,37,6,8
2023-09-25,4,13,27,46,21,4
2023-09-27,44,14,30,25,17,3
2023-09-30,33,48,25,23,41,1
2023-10-02,6,40,17,15,3,1
2023-10-04,26,21,40,27,31,1
2023-10-07,5,12,42,9,26,2
2023-10-09,9,16,32,30,23,6
2023-10-11,10,16,15,6,24,8
2023-10-14,13,14,27,4,20,1
2023-10-16,6,7,37,25,47,9
2023-10-18,22,13,46,49,3,1
2023-10-21,47,14,28,3,25,10
2023-10-23,10,3,40,26,22,4
2023-10-25,22,12,30,35,33,10
2023-10-28,31,38,22,32,34,2
2023-10-30,30,34,8,1,13,4
2023-11-01,32,46,27,1,16,1
2023-11-04,20,13,46,40,25,7
2023-11-06,18,10,40,34,31,10
2023-11-08,2,49,1,36,14,9
2023-11-11,17,22,35,25,19,6
2023-11-13,46,39,23,45,13,7
2023-11-15,22,7,16,30,2,1
2023-11-18,12,21,48,29,20,3
2023-11-20,30,15,34,46,41,2
2023-11-22,18,45,41,4,17,2
2023-11-25,1,9,19,13,11,8
2023-11-27,19,8,46,26,9,9
2023-11-29,21,30,6,31,10,1
2023-12-02,25,19,12,11,28,4
2023-12-04,41,44,38,8,10,2
2023-12-06,29,1,43,37,27,7
2023-12-09,40,34,36,28,15,10
2023-12-11,25,48,16,12,49,10
2023-12-13,4,19,22,18,7,10
2023-12-16,1,15,12,30,44,1
2023-12-18,30,3,15,41,16,9
2023-12-20,2,3,29,30,31,10
2023-12-23,39,28,26,5,29,10
2023-12-25,9,32,7,47,1,1
2023-12-27,16,41,26,28,13,8
2023-12-30,36,12,7,11,38,6
2024-01-01,4,41,16,13,6,10
2024-01-03,36,1,45,9,14,3
2024-01-06,49,19,22,40,45,2
2024-01-08,6,48,11,49,46,2
2024-01-10,12,28,32,45,38,9
2024-01-13,12,15,21,29,48,6
2024-01-15,11,7,15,23,19,4
2024-01-17,29,8,37,22,39,10
2024-01-20,19,41,42,43,45,2
2024-01-22,32,29,37,20,5,9
2024-01-24,25,9,34,31,32,5
2024-01-27,47,2,14,33,30,5
2024-01-29,27,26,8,9,15,4
2024-01-31,34,2,13,15,31,8
2024-02-03,42,4,23,15,12,1
2024-02-05,36,3,33,34,42,2
2024-02-07,24,13,23,6,34,4
2024-02-10,44,15,37,34,40,8
2024-02-12,36,40,5,30,43,1
2024-02-14,28,15,3,46,36,2
2024-02-17,2,19,13,23,36,3
2024-02-19,35,23,16,42,8,2
2024-02-21,42,22,9,33,45,3
2024-02-24,14,45,37,22,25,3
2024-02-26,7,45,30,8,20,10
2024-02-28,2,38,46,27,43,3
2024-03-02,20,13,27,26,17,4
2024-03-04,25,8,18,27,37,8
2024-03-06,12,8,43,46,49,8
2024-03-09,29,28,25,7,35,2
2024-03-11,18,48,36,16,45,10
2024-03-13,5,29,4,10,13,1
2024-03-16,12,10,37,25,49,2
2024-03-18,36,48,30,20,40,8
2024-03-20,24,46,3,22,32,5
2024-03-23,47,49,20,34,32,1
2024-03-25,37,1,22,26,31,5
2024-03-27,28,45,2,15,23,7
